ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5000211,F,N,Y,0,100910.87,State servant,Academic degree,Married,House / apartment,-24744,-3220,1,0,1,0,Managers,1
5000212,F,Y,Y,1,36798.31,Working,Incomplete higher,Married,House / apartment,-14746,-1504,1,0,0,0,Core staff,3
5000213,M,N,Y,1,43148.73,Working,Higher education,Separated,House / apartment,-16960,-5713,1,0,0,0,Core staff,2
5000214,F,Y,Y,0,61191.45,Commercial associate,Secondary / secondary special,Married,House / apartment,-16449,-3354,1,0,1,0,Sales staff,1
5000215,M,N,N,0,32377.25,Working,Secondary / secondary special,Married,House / apartment,-9936,-3789,1,0,0,0,Drivers,1
5000216,M,N,Y,0,75199.19,State servant,Higher education,Civil marriage,Municipal apartment,-25088,-4647,1,0,1,0,Drivers,2
5000217,F,Y,N,0,16547.06,Pensioner,Higher education,Married,House / apartment,-19919,365243,1,0,0,0,Managers,1
5000218,F,Y,N,1,83206.68,Working,Secondary / secondary special,Married,With parents,-9816,-2462,1,1,0,0,Accountants,2
5000219,F,N,N,0,14697.76,State servant,Secondary / secondary special,Married,House / apartment,-19248,-2311,1,0,0,0,nan,1
5000220,F,N,N,1,73653.35,Working,Secondary / secondary special,Widow,House / apartment,-19984,-3708,1,0,1,0,Core staff,3
5000221,F,Y,Y,0,37744.3,Working,Secondary / secondary special,Widow,Co-op apartment,-18261,-962,1,1,1,0,High skill tech staff,2
5000222,M,Y,Y,0,26809.14,State servant,Secondary / secondary special,Single / not married,House / apartment,-23666,-162,1,0,1,0,Core staff,1
5000223,M,N,Y,0,34396.63,Pensioner,Secondary / secondary special,Separated,House / apartment,-19078,365243,1,0,0,0,Accountants,2
5000224,M,Y,Y,2,80325.03,Working,Incomplete higher,Married,Municipal apartment,-18259,-330,1,0,0,0,Managers,3
5000225,M,N,N,0,82563.76,Working,Secondary / secondary special,Married,House / apartment,-21491,-1779,1,0,1,0,Sales staff,2
5000226,F,Y,Y,1,69153.66,Working,Lower secondary,Married,House / apartment,-18417,-1007,1,1,0,0,High skill tech staff,3
5000227,M,Y,N,0,33312.99,Working,Secondary / secondary special,Married,House / apartment,-13718,-7274,1,1,0,0,Laborers,2
5000228,F,N,Y,0,67193.09,Commercial associate,Secondary / secondary special,Married,House / apartment,-20861,-2163,1,0,1,1,Managers,2
5000229,F,N,N,1,22023.83,Working,Secondary / secondary special,Married,House / apartment,-14178,-3937,1,1,0,1,Managers,3
5000230,F,Y,Y,1,50801.58,Working,Secondary / secondary special,Married,House / apartment,-14155,-2646,1,0,1,0,Medicine staff,2
5000231,F,N,Y,0,37099.65,Pensioner,Secondary / secondary special,Married,House / apartment,-9651,365243,1,0,1,0,Core staff,2
5000232,F,N,N,0,53828.25,Working,Higher education,Married,With parents,-10461,-3485,1,0,1,0,Core staff,1
5000233,F,N,Y,1,27897.9,Working,Higher education,Civil marriage,Rented apartment,-18964,-932,1,1,0,0,Laborers,2
5000234,M,Y,N,1,43341.58,State servant,Incomplete higher,Married,House / apartment,-10977,-655,1,1,0,0,Managers,2
5000235,F,N,Y,1,115646.33,Working,Secondary / secondary special,Married,House / apartment,-14899,-5389,1,1,1,0,Laborers,2
5000236,M,N,Y,1,37993.7,Pensioner,Secondary / secondary special,Married,With parents,-21660,365243,1,0,0,0,nan,2
5000237,M,N,N,1,39414.77,Working,Secondary / secondary special,Civil marriage,House / apartment,-18282,-4724,1,0,1,1,Core staff,3
5000238,F,N,Y,1,45632.38,Working,Secondary / secondary special,Married,House / apartment,-13766,-7264,1,0,0,1,Sales staff,2
5000239,M,Y,N,0,58283.65,Working,Secondary / secondary special,Married,House / apartment,-24018,-1791,1,0,0,0,Laborers,2
5000240,F,N,Y,0,24412.54,Working,Secondary / secondary special,Married,With parents,-17518,-2049,1,0,1,0,Core staff,2
5000241,F,N,N,1,27489.36,Working,Incomplete higher,Married,House / apartment,-11718,-2221,1,0,0,0,Medicine staff,3
5000242,F,Y,Y,0,35196.99,Working,Secondary / secondary special,Married,Office apartment,-9245,-2052,1,0,0,0,nan,1
5000243,M,N,Y,2,50628.89,Working,Higher education,Married,With parents,-11162,-556,1,1,1,0,Core staff,3
5000244,M,Y,Y,0,109895.1,Working,Secondary / secondary special,Married,House / apartment,-10673,-6700,1,0,0,0,Accountants,1
5000245,F,N,Y,0,50604.44,Working,Secondary / secondary special,Civil marriage,With parents,-24706,-2790,1,0,0,0,Laborers,1
5000246,M,Y,Y,2,20200.55,Student,Higher education,Married,House / apartment,-19562,-1020,1,1,0,0,Laborers,4
5000247,F,N,N,0,32684.34,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-7693,365243,1,1,0,0,Laborers,1
5000248,F,N,N,1,20694.2,State servant,Secondary / secondary special,Married,House / apartment,-7893,-379,1,0,1,0,nan,3
5000249,F,N,Y,0,40794.52,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-11449,-553,1,0,1,0,High skill tech staff,2
5000250,M,N,Y,1,35002.73,Working,Secondary / secondary special,Married,Municipal apartment,-24046,-2433,1,0,0,1,Managers,2
5000251,M,N,Y,0,38711.72,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16924,-471,1,1,0,0,Laborers,1
5000252,F,Y,Y,1,55533.1,Pensioner,Secondary / secondary special,Married,House / apartment,-10022,365243,1,1,1,0,Managers,2
5000253,M,N,Y,0,65975.31,Working,Secondary / secondary special,Married,House / apartment,-19562,-604,1,0,0,0,nan,1
5000254,M,N,Y,2,36961.16,Working,Higher education,Married,House / apartment,-12529,-724,1,0,0,0,Accountants,4
5000255,F,N,N,0,27720.36,Working,Secondary / secondary special,Married,Office apartment,-9002,-152,1,0,0,0,nan,2
5000256,F,Y,N,0,27812.96,Working,Secondary / secondary special,Married,With parents,-18448,-1429,1,0,1,1,Laborers,2
5000257,F,N,Y,0,45069.89,Working,Secondary / secondary special,Married,With parents,-19142,-4434,1,0,0,0,Managers,2
5000258,F,N,Y,1,27893.03,Student,Higher education,Civil marriage,With parents,-19358,-3261,1,0,0,0,Core staff,3
5000259,M,N,N,1,73895.27,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19131,-2700,1,0,1,0,Core staff,2
5000260,F,Y,Y,0,31055.0,Working,Secondary / secondary special,Married,House / apartment,-24350,-6333,1,0,1,1,Laborers,1
5000261,F,Y,N,1,56549.91,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14593,-1407,1,1,0,0,Drivers,3
5000262,M,N,N,1,52583.8,Working,Incomplete higher,Married,House / apartment,-8034,-3256,1,1,0,0,Medicine staff,2
5000263,F,Y,Y,3,105005.38,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-21487,-2336,1,0,1,0,Core staff,4
5000264,F,N,Y,1,72924.82,State servant,Secondary / secondary special,Single / not married,House / apartment,-12980,-1278,1,0,0,0,Managers,2
5000265,F,Y,N,0,32121.31,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-23486,-2592,1,0,1,0,Laborers,1
5000266,F,N,N,0,26250.83,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-10862,-2359,1,0,1,0,Core staff,2
5000267,F,Y,Y,0,46632.1,Working,Secondary / secondary special,Married,With parents,-9750,-1419,1,0,0,0,Core staff,2
5000268,M,N,N,0,40479.77,Working,Incomplete higher,Married,House / apartment,-10315,-2925,1,0,1,0,nan,1
5000269,M,N,Y,0,39763.89,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13975,-4822,1,0,1,0,Managers,2
5000270,F,Y,Y,2,22670.88,Pensioner,Secondary / secondary special,Married,House / apartment,-19240,365243,1,0,0,0,Core staff,3
5000271,F,Y,N,0,79533.92,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-10350,-2012,1,1,1,0,Laborers,2
5000272,F,Y,N,4,34013.2,State servant,Higher education,Married,Municipal apartment,-17219,-6044,1,0,0,0,High skill tech staff,5
5000273,F,N,N,0,73201.48,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-14173,365243,1,1,1,0,Laborers,2
5000274,F,N,N,0,23070.97,Pensioner,Secondary / secondary special,Married,House / apartment,-11660,365243,1,0,1,1,Laborers,2
5000275,F,N,Y,1,55062.37,Pensioner,Higher education,Married,Municipal apartment,-13815,365243,1,0,0,0,Laborers,2
5000276,F,N,Y,1,36276.73,Working,Secondary / secondary special,Married,House / apartment,-23349,-3223,1,0,0,0,Sales staff,2
5000277,F,N,Y,1,24754.92,Working,Secondary / secondary special,Married,Office apartment,-7094,-7236,1,0,0,0,nan,2
5000278,F,Y,Y,0,57380.93,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22169,-4536,1,1,0,0,Core staff,2
5000279,F,Y,N,0,30668.84,Working,Incomplete higher,Married,Rented apartment,-21380,-2082,1,1,1,0,Sales staff,1
5000280,F,Y,Y,1,44257.32,Pensioner,Higher education,Single / not married,House / apartment,-20409,365243,1,0,0,1,High skill tech staff,2
5000281,M,N,N,2,63008.53,Working,Higher education,Single / not married,House / apartment,-20831,-5772,1,1,1,0,Core staff,4
5000282,M,N,N,1,35861.67,Working,Secondary / secondary special,Married,House / apartment,-7405,-6303,1,0,0,0,Core staff,3
5000283,M,Y,Y,0,55101.73,State servant,Secondary / secondary special,Married,Municipal apartment,-21302,-1718,1,0,0,0,Sales staff,2
5000284,F,N,Y,0,78235.41,Working,Secondary / secondary special,Single / not married,House / apartment,-9531,-2921,1,1,0,0,nan,2
5000285,M,N,N,2,46654.51,Working,Secondary / secondary special,Married,House / apartment,-10864,-2586,1,0,1,0,Managers,4
5000286,F,N,N,1,35317.96,Working,Secondary / secondary special,Civil marriage,House / apartment,-19774,-4695,1,1,0,1,Sales staff,3
5000287,F,Y,N,0,49590.51,Pensioner,Higher education,Separated,Rented apartment,-12951,365243,1,0,0,0,Sales staff,1
5000288,M,Y,Y,0,74745.98,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22928,-3712,1,0,1,0,Sales staff,2
5000289,F,N,Y,0,45278.36,State servant,Secondary / secondary special,Widow,House / apartment,-21930,-1342,1,1,1,0,Medicine staff,2
5000290,M,N,Y,0,90949.75,Working,Secondary / secondary special,Married,House / apartment,-8247,-2427,1,0,0,0,High skill tech staff,2
5000291,M,N,Y,0,36199.05,Pensioner,Higher education,Married,House / apartment,-12210,365243,1,1,0,0,Laborers,2
5000292,F,Y,N,0,95757.43,Working,Secondary / secondary special,Married,House / apartment,-20148,-3756,1,0,0,0,Core staff,1
5000293,M,Y,N,0,36511.12,Working,Secondary / secondary special,Married,House / apartment,-24647,-5205,1,1,1,0,Accountants,2
5000294,M,N,Y,0,71874.09,Working,Secondary / secondary special,Married,Municipal apartment,-20000,-2756,1,0,1,1,High skill tech staff,2
5000295,F,N,Y,0,37743.69,Working,Lower secondary,Married,House / apartment,-6830,-554,1,0,0,0,Laborers,1
5000296,F,N,Y,0,47019.93,Working,Lower secondary,Married,House / apartment,-20423,-6100,1,0,1,0,Sales staff,1
5000297,M,N,N,0,19696.84,Working,Secondary / secondary special,Married,House / apartment,-13443,-1146,1,0,1,1,Managers,2
5000298,F,Y,Y,0,130083.07,Working,Secondary / secondary special,Married,House / apartment,-15364,-1035,1,0,1,0,Medicine staff,1
5000299,M,N,N,0,36747.97,Pensioner,Secondary / secondary special,Married,House / apartment,-17734,365243,1,1,1,0,Medicine staff,2
5000300,M,N,Y,1,77462.16,Working,Secondary / secondary special,Married,With parents,-14934,-2762,1,0,1,0,Laborers,2
5000301,F,Y,N,0,13713.23,Student,Higher education,Single / not married,House / apartment,-23311,-5262,1,0,0,0,Managers,2
5000302,F,N,Y,0,55603.72,State servant,Secondary / secondary special,Married,With parents,-17567,-4220,1,0,1,0,nan,2
5000303,F,Y,Y,0,45218.45,Working,Secondary / secondary special,Civil marriage,House / apartment,-9218,-4389,1,0,0,0,Laborers,2
5000304,F,Y,N,1,30457.22,Working,Secondary / secondary special,Separated,House / apartment,-7250,-6461,1,1,1,0,Sales staff,2
5000305,F,Y,Y,0,109263.95,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-22620,-290,1,0,0,0,Core staff,2
5000306,F,Y,Y,0,44240.85,Pensioner,Higher education,Married,House / apartment,-21984,365243,1,1,0,0,Laborers,2
5000307,M,Y,Y,0,50232.5,State servant,Secondary / secondary special,Single / not married,House / apartment,-15977,-4204,1,1,0,1,nan,2
5000308,F,N,Y,0,105518.92,Commercial associate,Higher education,Married,House / apartment,-11796,-4367,1,0,1,0,High skill tech staff,1
5000309,M,N,Y,1,33369.34,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12793,-996,1,0,0,0,Drivers,3
5000310,M,N,N,0,52711.05,Working,Secondary / secondary special,Married,House / apartment,-20532,-5823,1,0,0,0,Laborers,1
5000311,M,Y,N,1,45563.09,State servant,Lower secondary,Single / not married,Office apartment,-21862,-5774,1,0,0,0,Sales staff,2
5000312,M,Y,Y,1,65088.48,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23665,-1247,1,0,1,0,Drivers,3
5000313,F,N,Y,0,55648.68,Pensioner,Incomplete higher,Married,House / apartment,-13324,365243,1,0,0,1,Managers,1
5000314,F,Y,Y,0,65807.92,Commercial associate,Higher education,Single / not married,House / apartment,-16431,-3001,1,0,0,0,High skill tech staff,1
5000315,F,Y,Y,1,42481.43,Working,Incomplete higher,Married,House / apartment,-20084,-6394,1,0,1,1,Accountants,2
5000316,M,N,Y,0,39039.29,State servant,Secondary / secondary special,Married,House / apartment,-20660,-2639,1,0,0,0,High skill tech staff,1
5000317,M,N,N,1,38318.85,State servant,Secondary / secondary special,Married,House / apartment,-13423,-4960,1,1,0,1,nan,3
5000318,M,N,Y,0,104653.98,Working,Higher education,Married,With parents,-14673,-679,1,1,1,0,Managers,1
5000319,M,N,Y,2,61731.74,Working,Higher education,Married,House / apartment,-15457,-3475,1,0,0,1,Medicine staff,4
5000320,F,Y,N,1,77672.94,Working,Secondary / secondary special,Married,With parents,-16396,-676,1,0,0,0,nan,2
5000321,F,N,N,1,35996.49,Pensioner,Secondary / secondary special,Married,With parents,-21414,365243,1,1,0,0,Managers,3
5000322,F,Y,N,0,36386.55,Working,Incomplete higher,Single / not married,House / apartment,-17882,-892,1,0,1,0,Laborers,2
5000323,M,N,N,0,24881.18,Working,Secondary / secondary special,Married,House / apartment,-8778,-2633,1,0,0,0,Core staff,1
5000324,F,Y,N,1,25503.91,Working,Secondary / secondary special,Married,House / apartment,-8516,-399,1,1,0,0,Managers,3
5000325,F,N,Y,0,32830.5,Working,Secondary / secondary special,Married,House / apartment,-7495,-3972,1,0,0,0,Drivers,2
5000326,F,Y,Y,0,77565.24,Working,Secondary / secondary special,Married,With parents,-19362,-1811,1,0,0,0,Managers,1
5000327,F,N,Y,2,110029.07,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-23639,-4151,1,0,1,0,Drivers,4
5000328,M,N,N,1,69771.68,State servant,Higher education,Married,House / apartment,-18115,-3162,1,0,0,0,High skill tech staff,2
5000329,M,N,N,1,120887.81,Commercial associate,Higher education,Married,With parents,-23621,-1322,1,0,0,0,Managers,3
5000330,M,N,Y,0,40573.87,Commercial associate,Lower secondary,Civil marriage,House / apartment,-25362,-6587,1,0,1,0,Accountants,2
5000331,F,N,N,0,46194.73,Commercial associate,Secondary / secondary special,Married,House / apartment,-7241,-4657,1,0,0,0,Drivers,2
5000332,M,N,N,0,86681.1,Commercial associate,Secondary / secondary special,Married,House / apartment,-7605,-58,1,0,0,0,High skill tech staff,1
5000333,M,N,N,0,52829.2,Working,Secondary / secondary special,Separated,House / apartment,-12958,-83,1,0,0,0,Drivers,1
5000334,M,N,N,1,68191.0,Working,Secondary / secondary special,Married,Municipal apartment,-6944,-2956,1,0,0,0,Laborers,2
5000335,M,N,N,2,50163.96,Working,Secondary / secondary special,Single / not married,House / apartment,-15871,-6546,1,0,0,0,Laborers,3
5000336,F,N,Y,0,43472.17,State servant,Secondary / secondary special,Married,House / apartment,-24633,-7275,1,0,0,0,Laborers,2
5000337,F,N,Y,1,28915.49,Pensioner,Secondary / secondary special,Married,Co-op apartment,-24744,365243,1,0,0,0,Laborers,3
5000338,F,N,Y,2,70358.04,Commercial associate,Secondary / secondary special,Married,House / apartment,-23536,-3022,1,1,0,0,Core staff,4
5000339,M,N,Y,0,57338.54,State servant,Secondary / secondary special,Married,House / apartment,-10765,-6949,1,0,0,0,Managers,1
5000340,F,N,Y,2,37225.18,State servant,Incomplete higher,Single / not married,House / apartment,-23851,-5630,1,1,0,0,Laborers,3
5000341,F,N,N,0,63347.34,State servant,Higher education,Married,House / apartment,-14450,-5072,1,1,0,0,Core staff,1
5000342,M,Y,N,1,32148.25,Working,Higher education,Single / not married,With parents,-16021,-5065,1,0,0,0,Drivers,3
5000343,M,N,N,0,68077.78,Commercial associate,Higher education,Married,House / apartment,-9479,-3363,1,0,1,0,Laborers,2
5000344,M,N,Y,0,40489.68,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5508,1,0,0,0,Laborers,1
5000345,F,N,Y,0,20228.87,Commercial associate,Higher education,Single / not married,With parents,-25191,-4658,1,0,0,0,Accountants,1
5000346,F,N,Y,0,172279.3,Working,Higher education,Married,House / apartment,-16454,-7025,1,1,0,1,Managers,1
5000347,M,Y,Y,4,43287.13,Commercial associate,Secondary / secondary special,Married,House / apartment,-17311,-6063,1,0,0,0,Core staff,5
5000348,M,N,Y,3,41721.85,Working,Higher education,Married,House / apartment,-6947,-2074,1,0,0,0,Managers,5
5000349,F,N,Y,0,66140.16,Pensioner,Secondary / secondary special,Married,House / apartment,-17797,365243,1,0,0,0,Sales staff,2
5000350,F,N,Y,0,18803.74,Pensioner,Secondary / secondary special,Married,House / apartment,-15298,365243,1,0,0,0,nan,2
5000351,F,Y,N,0,25511.25,Working,Secondary / secondary special,Single / not married,House / apartment,-11136,-5019,1,0,0,0,Core staff,1
5000352,F,N,Y,1,58100.57,Working,Higher education,Single / not married,Municipal apartment,-17826,-1475,1,0,1,0,Drivers,3
5000353,M,N,N,1,49040.68,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11379,-4934,1,1,0,0,Medicine staff,2
5000354,M,Y,Y,1,45955.67,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11730,-3847,1,0,0,0,High skill tech staff,2
5000355,F,Y,N,0,40552.66,Commercial associate,Secondary / secondary special,Widow,House / apartment,-15520,-3086,1,0,1,0,Sales staff,1
5000356,M,Y,Y,0,29270.98,Pensioner,Secondary / secondary special,Married,House / apartment,-21928,365243,1,0,0,0,High skill tech staff,1
5000357,F,N,Y,1,56563.48,Pensioner,Lower secondary,Married,With parents,-9246,365243,1,0,0,0,Core staff,3
